,ssc_name,total_persons
3957,TULLARWALLA,1
3958,TULLERA,283
3959,TULLIBIGEAL,231
3960,TULLIMBAR,555
3961,TULLOONA,50
3962,TULLYMORGAN,136
3963,TUMBARUMBA,1892
3964,TUMBI UMBI,5299
3965,TUMBLONG,201
3966,TUMBULGUM,403
3967,TUMORRAMA,35
3968,TUMUT,6293
3969,TUMUT PLAINS,59
3970,TUNCESTER,75
3971,TUNCURRY,6372
3972,TUNGLEBUNG,28
3973,TUNTABLE CREEK,199
3974,TUPPAL,12
3975,TURA BEACH,3334
3976,TURILL,106
3977,TURLINJAH,162
3978,TURNERS FLAT,148
3979,TURONDALE,87
3980,TUROSS,12
3981,TUROSS HEAD,2258
3982,TURRAMURRA,12554
3983,TURRAWAN,72
3984,TURRELLA,3019
3985,TURVEY PARK,3453
3986,TWEED HEADS,8534
3987,TWEED HEADS SOUTH,7782
3988,TWEED HEADS WEST,6496
3989,TWELVE MILE,32
3990,TWELVE MILE CREEK,166
3991,TWELVE MILE PEG,0
3992,TWENTY FORESTS,0
3993,TWIN RIVERS,36
3994,TWO MILE FLAT,95
3995,TYAGARAH,163
3996,TYALGUM,575
3997,TYALGUM CREEK,108
3998,TYGALGAH,132
3999,TYNDALE,177
4000,TYRINGHAM,98
4001,UARBRY,47
4002,UKI,708
4003,ULAMAMBRI,212
4004,ULAN,59
4005,ULLADULLA,7019
4006,ULMARRA,783
4007,ULONG,237
4008,ULTIMO,10026
4009,UMINA BEACH,17597
4010,UNANDERRA,5581
4011,UNDERBANK,33
4012,UNDERCLIFFE,14
4013,UNGARIE,558
4014,UNUMGAR,24
4015,UPPER ALLYN,10
4016,UPPER BINGARA,32
4017,UPPER BURRINGBAR,294
4018,UPPER BYLONG,6
4019,UPPER COLO,61
4020,UPPER COOPERS CREEK,70
4021,UPPER COPMANHURST,81
4022,UPPER CORINDI,165
4023,UPPER CRYSTAL CREEK,197
4024,UPPER DARTBROOK,149
4025,UPPER DUCK CREEK,4
4026,UPPER DUROBY,105
4027,UPPER EDEN CREEK,44
4028,UPPER FINE FLOWER,30
4029,UPPER GROWEE,8
4030,UPPER HORSESHOE CREEK,120
4031,UPPER HORTON,174
4032,UPPER KANGAROO RIVER,123
4033,UPPER KANGAROO VALLEY,0
4034,UPPER KARUAH RIVER,4
4035,UPPER LANSDOWNE,592
4036,UPPER MACDONALD,32
4037,UPPER MAIN ARM,245
4038,UPPER MANGROVE,1
4039,UPPER MANILLA,129
4040,UPPER MONGOGARIE,24
4041,UPPER MYALL,24
4042,UPPER NILE,10
4043,UPPER ORARA,852
4044,UPPER PAPPINBARRA,61
4045,UPPER ROLLANDS PLAINS,153
4046,UPPER ROUCHEL,71
4047,UPPER TAYLORS ARM,123
4048,UPPER TOOLOOM,45
4049,UPPER TURON,10
4050,UPPER WILSONS CREEK,78
4051,UPSALLS CREEK,123
4052,VALE OF CLWYDD,493
4053,VALENTINE,5675
4054,VALERY,147
4055,VALLA,982
4056,VALLA BEACH,1349
4057,VALLEY HEIGHTS,1224
4058,VARROVILLE,119
4059,VAUCLUSE,10072
4060,VERGES CREEK,239
4061,VERONA,283
4062,VILLAWOOD,6588
4063,VINCENTIA,3563
4064,VINEYARD,1251
4065,VIOLET HILL,0
4066,VITTORIA,62
4067,VOYAGER POINT,1747
4068,WADALBA,3333
4069,WADBILLIGA,0
4070,WADEVILLE,171
4071,WAGGA WAGGA,7399
4072,WAGSTAFFE,226
4073,WAHROONGA,18313
4074,WAITARA,6681
4075,WAITUI,109
4076,WAKEFIELD,157
4077,WAKELEY,4907
4078,WAKOOL,295
4079,WALANG,89
4080,WALBUNDRIE,155
4081,WALCHA,2567
4082,WALCHA ROAD,52
4083,WALDEGRAVE,28
4084,WALGETT,2165
4085,WALLA WALLA,855
4086,WALLABADAH,432
4087,WALLABI POINT,753
4088,URALBA,226
4089,URALLA,2780
4090,URANA,409
4091,URANGELINE,18
4092,URANGELINE EAST,18
4093,URANQUINTY,948
4094,URAWILKIE,12
4095,URBENVILLE,323
4096,URIARRA,30
4097,URILA,149
4098,URLIUP,203
4099,URUNGA,3077
4100,UTUNGUN,166
4101,VACY,653
4102,WALLACETOWN,4
4103,WALLACIA,1771
4104,WALLAGA LAKE,589
4105,WALLAGOOT,548
4106,WALLALONG,1062
4107,WALLAMORE,121
4108,WALLANBAH,82
4109,WALLANGRA,103
4110,WALLANTHERY,35
4111,WALLARAH,396
4112,WALLARINGA,14
4113,WALLAROBBA,175
4114,WALLAROO,741
4115,WALLENDBEEN,266
4116,WALLERAWANG,2041
4117,WALLEROOBIE,71
4118,WALLINGAT,0
4119,WALLIS LAKE,1
4120,WALLSEND,12828
4121,WALMER,39
4122,WAMBAN,89
4123,WAMBANGALANG,95
4124,WAMBERAL,6929
4125,WAMBOIN,1811
4126,WAMBOOL,36
4127,WANDANDIAN,331
4128,WANDELLA,140
4129,WANDERA,21
4130,WANDOOK,45
4131,WANDSWORTH,98
4132,WANG WAUK,94
4133,WANGANELLA,83
4134,WANGANUI,55
4135,WANGI WANGI,2809
4136,WANTABADGERY,195
4137,WANTAGONG,58
4138,WANTIOOL,42
4139,WAPENGO,75
4140,WARABROOK,2014
4141,WARATAH,4663
4142,WARATAH WEST,3125
4143,WARBURN,98
4144,WARDELL,897
4145,WARDROP VALLEY,91
4146,WARDS MISTAKE,22
4147,WARDS RIVER,181
4148,WAREEMBA,1668
4149,WARIALDA,1602
4150,WATTLE GROVE,9386
4151,WATTLE PONDS,1138
4152,WATTLE RIDGE,4
4153,WATTLE SPRINGS,72
4154,WATTON,82
4155,WAUCHOPE,6657
4156,WAUGORAH,11
4157,WAUKIVORY,100
4158,WARIALDA RAIL,119
4159,WARILLA,6655
4160,WARKWORTH,49
4161,WARNERS BAY,7821
4162,WARNERVALE,692
4163,WARRABAH,2
4164,WARRADERRY,92
4165,WARRAGAI CREEK,105
4166,WARRAGAMBA,1317
4167,WARRAGOON,118
4168,WARRAH,51
4169,WARRAH CREEK,90
4170,WARRAH RIDGE,98
4171,WARRAL,395
4172,WARRANULLA,35
4173,WARRAWEE,3093
4174,WARRAWIDGEE,90
4175,WARRAWONG,4930
4176,WARRAZAMBIL CREEK,21
4177,WARREGAH ISLAND,25
4178,WARRELL CREEK,256
4179,WARREN,1370
4180,WARRI,117
4181,WARRIEWOOD,8025
4182,WARRIMOO,2512
4183,WARROO,130
4184,WARRUMBUNGLE,5
4185,WARWICK FARM,6753
4186,WASHPOOL (CLARENCE VALLEY),0
4187,WASHPOOL (MID-COAST),36
4188,WATAGAN,130
4189,WATANOBBI,4062
4190,WATERFALL,492
4191,WATERLOO,17410
4192,WATERSLEIGH,28
4193,WATERVIEW,80
4194,WATERVIEW HEIGHTS,1362
4195,WATSONS BAY,923
4196,WATSONS CREEK,120
4197,WATTAMOLLA,63
4198,WATTAMONDARA,211
4199,WATTLE FLAT,259
4200,WAVERLEY,4817
4201,WAVERLY,54
4202,WAVERTON,3248
4203,WAY WAY,254
4204,WAYO,123
4205,WEABONGA,52
4206,WEAN,24
4207,WEBBERS CREEK,29
4208,WEBBS CREEK,46
4209,WEDDERBURN,660
4210,WEE JASPER,108
4211,WEE WAA,2119
4212,WEEDALLION,15
4213,WEEMELAH,77
4214,WEETALIBA,49
4215,WEETHALLE,252
4216,WEILMORINGLE,73
4217,WEISMANTELS,28
4218,WELAREGANG,39
4219,WELBY,787
4220,WELLINGROVE,98
4221,WELLINGTON,4345
4222,WELLINGTON VALE,37
4223,WELLS CROSSING,167
4224,WENDOREE PARK,137
4225,WENTWORTH,1501
4226,WENTWORTH FALLS,6253
4227,WENTWORTH POINT,9188
4228,WENTWORTHVILLE,12241
4229,WERAI,93
4230,WEREBOLDERA,2
4231,WERMATONG,43
4232,WEROMBI,996
4233,WERRI BEACH,606
4234,WERRIKIMBE,0
4235,WERRINGTON,4422
4236,WERRINGTON COUNTY,3762
4237,WERRINGTON DOWNS,3345
4238,WERRIS CREEK,1599
4239,WEST ALBURY,3992
4240,WEST BALLINA,3213
4241,WEST BATHURST,3853
4242,WEST BUNGAWALBIN,64
4243,WEST CORAKI,120
4244,WEST GOSFORD,1395
4245,WEST HAVEN,1185
4246,WEST HOXTON,11237
4247,WEST KEMPSEY,5134
4248,WEST NOWRA,1456
4249,WEST PENNANT HILLS,17211
4250,WEST PYMBLE,5691
4251,WEST RYDE,14708
4252,WEST TAMWORTH,5320
4253,WEST WALLSEND,2357
4254,WEST WIANGAREE,112
4255,WEST WOLLONGONG,5166
4256,WEST WYALONG,3171
4257,WESTBROOK,153
4258,WESTDALE (SNOWY VALLEYS),0
4259,WESTDALE (TAMWORTH REGIONAL),2915
4260,WESTLEIGH,4617
4261,WESTMEAD,18014
4262,WESTON,3854
4263,WESTWOOD,9
4264,WETHERILL PARK,6342
4265,WETUPPA,6
4266,WHALAN,6309
4267,WHALE BEACH,276
4268,WHEELER HEIGHTS,3216
4269,WHEENY CREEK,21
4270,WHEEO,78
4271,WHERROL FLAT,331
4272,WHIAN WHIAN,144
4273,WHIPORIE,73
4274,WHITE CLIFFS,144
4275,WHITE ROCK,849
4276,WHITEBRIDGE,2691
4277,WHITEMAN CREEK,165
4278,WHITLOW,49
4279,WHITTINGHAM,372
4280,WHITTON,521
4281,WHOOTA,67
4282,WIAGDON,36
4283,WIANGAREE,133
4284,WIARBOROUGH,17
4285,WICKHAM,1124
4286,WIDDEN,66
4287,WIDGELLI,70
4288,WILBERFORCE,3055
4289,WILBETREE,29
4290,WILCANNIA,793
4291,WILD CATTLE CREEK,0
4292,WILDES MEADOW,275
4293,WILEY PARK,10961
4294,WILLALA,58
4295,WILLAWARRIN,193
4296,WILLBRIGGIE,136
4297,WILLI WILLI,29
4298,WILLIAMSDALE,66
4299,WILLIAMTOWN,934
4300,WINDERMERE,60
4301,WINDERMERE PARK,718
4302,WINDEYER,191
4303,WINDOWIE,27
4304,WINDRADYNE,3021
4305,WINDSOR,1926
4306,WINDSOR DOWNS,1202
4307,WINDY,0
4308,WINEGROVE,37
4309,WINGADEE,17
4310,WINGELLO,612
4311,WINGEN,326
4312,WINGHAM,5479
4313,WINIFRED,31
4314,WINMALEE,6375
4315,WINSTON HILLS,12261
4316,WINTON,222
4317,WIRLINGA,136
4318,WIRRABA,0
4319,WIRRAGULLA,27
4320,WIRRIMAH,66
4321,WIRRIMBI,85
4322,WIRRINYA,89
4323,WISEMANS CREEK,116
4324,WISEMANS FERRY,230
4325,WITTITRIN,88
4326,WOG WOG (BEGA VALLEY),0
4327,WOG WOG (QUEANBEYAN-PALERANG REGIONAL),18
4328,WOKO,7
4329,WOLGAN VALLEY,71
4330,WILLIGOBUNG,50
4331,WILLINA,59
4332,WILLMOT,2607
4333,WILLOUGHBY,7080
4334,WILLOUGHBY EAST,1911
4335,WILLOW TREE,312
4336,WILLOW VALE (KIAMA),87
4337,WILLOW VALE (WINGECARRIBEE),775
4338,WILLURAH,0
4339,WILPINJONG,0
4340,WILSONS CREEK,503
4341,WILTON,3526
4342,WIMBLEDON,108
4343,WIMBORNE,21
4344,WINBURNDALE,0
4345,WINDALE,3418
4346,WINDANG,2711
4347,WINDELLA,821
4348,WINDELLAMA,355
4349,WINDERA,322
4350,WOLLANGAMBE,0
4351,WOLLAR,72
4352,WOLLEMI,0
4353,WOLLI CREEK,7781
4354,WOLLOGORANG,65
4355,WOLLOMBI,198
4356,WOLLOMOMBI,112
4357,WOLLONGBAR,2998
4358,WOLLONGONG,20617
4359,WOLLSTONECRAFT,9016
4360,WOLLUMBOOLA,29
4361,WOLLUN,68
4362,WOLUMLA,692
4363,WOMBARRA,905
4364,WOMBAT,227
4365,WOMBAT CREEK,6
4366,WOMBEYAN CAVES,56
4367,WOMBOOTA,105
4368,WOMERAH,0
4369,WONBOYN,104
4370,WONBOYN NORTH,1
4371,WONDABYNE,6
4372,WONDALGA,103
4373,WONGARBON,800
4374,WONGAWILLI,168
4375,WONGO CREEK,23
4376,WONGWIBINDA,63
4377,WOODBERRY,3005
4378,WOODBINE,2952
4379,WOODBURN (RICHMOND VALLEY),765
4380,WOODBURN (SHOALHAVEN),55
4381,WOODCROFT,6992
4382,WOODENBONG,375
4383,WOODFORD,1966
4384,WOODFORD ISLAND,238
4385,WOODHILL,77
4386,WOODHOUSELEE,18
4387,WOODLANDS (EUROBODALLA),75
4388,WOODLANDS (WINGECARRIBEE),275
4389,WOODLAWN,41
4390,WOODPARK,1591
4391,WOODRISING,1172
4392,WOODSIDE,45
4393,WOODSREEF,75
4394,WOODSTOCK (COWRA),729
4395,WOODSTOCK (INVERELL),32
4396,WOODSTOCK (SHOALHAVEN),260
4397,WOODVIEW,146
4398,WOODVILLE,427
4399,WOODY HEAD,2
4400,WYONGAH,2140
4401,WYRALLAH,453
4402,WOOLBROOK,183
4403,WOOLGARLO,27
4404,WOOLGOOLGA,5608
4405,WOOLI,427
4406,WOOLLAHRA,8003
4407,WOOLLAMIA,581
4408,WOOLLOOMOOLOO,4634
4409,WOOLNERS ARM,9
4410,WOOLOMIN,282
4411,WOOLOOMA,42
4412,WOOLOOWARE,4303
4413,WOOLOWEYAH,413
4414,WOOLWICH,865
4415,WOOMARGAMA,162
4416,WOOMBAH,876
4417,WOONGARRAH,5708
4418,WOONONA,12873
4419,WOOTTON,205
4420,WOOYUNG,120
4421,WORLDS END,4
4422,WORONORA,2248
4423,WORONORA DAM,6
4424,WORONORA HEIGHTS,2831
4425,WORRIGEE,5363
4426,WORROWING HEIGHTS,530
4427,WOY WOY,11043
4428,WOY WOY BAY,456
4429,WRATHALL,20
4430,WRIGHTS BEACH,137
4431,WRIGHTS CREEK,25
4432,WUULUMAN,834
4433,WYALONG,658
4434,WYAN,42
4435,WYANBENE,32
4436,WYANGALA,186
4437,WYANGLE,45
4438,WYBONG,125
4439,WYBUNG,0
4440,WYEE,2626
4441,WYEE POINT,1220
4442,WYLIE CREEK,17
4443,WYLIES FLAT,56
4444,WYMAH,39
4445,WYNDHAM,390
4446,WYNEDEN,48
4447,WYOMING,10526
4448,WYONG,4506
4449,WYONG CREEK,441
4450,YABBRA,7
4451,YADBORO,7
4452,YAGON,0
4453,YAGOONA,19496
4454,YALBRAITH,16
4455,YALLAH,146
4456,YALLAROI,119
4457,YALWAL,1
4458,YAMBA,6184
4459,YAMBULLA,0
4460,YANCO,1006
4461,YANDERRA,695
4462,YANGA,34
4463,YANKEES CREEK,0
4464,YANNERGEE,26
4465,YANTABULLA,30
4466,YAOUK,22
4467,YARARA,24
4468,YARRA,178
4469,YARRABANDAI,34
4470,YARRABIN,88
4471,YARRAGAL,20
4472,YARRAGRIN,32
4473,YARRAGUNDRY,76
4474,YARRAHAPINNI,200
4475,YARRAMALONG,360
4476,YARRAMAN,13
4477,YARRAMUNDI,901
4478,YARRANBELLA,185
4479,YARRANGOBILLY,2
4480,YARRAS (BATHURST REGIONAL),11
4481,YARRAS (PORT MACQUARIE-HASTINGS),66
4482,YARRATT FOREST,0
4483,YARRAVEL,1155
4484,YARRAWA,99
4485,YARRAWARRAH,2777
4486,YARRAWONGA,440
4487,YARRAWONGA PARK,389
4488,YARRIE LAKE,70
4489,YARROW,10
4490,YARROWFORD,69
4491,YARROWITCH,164
4492,YARROWYCK,129
4493,YASS,6679
4494,YASS RIVER,353
4495,YATHELLA,143
4496,YATTALUNGA,563
4497,YATTE YATTAH,191
4498,YAVEN CREEK,62
4499,YELGUN,115
4500,YESSABAH,109
4501,YETHOLME,246
4502,YETMAN,209
4503,YIPPIN CREEK,203
4504,YOOGALI,1296
4505,YORKLEA,407
4506,YOUNG,10505
4507,YOWIE BAY,3216
4508,YOWRIE,114
4509,YULLUNDRY,21
4510,YURAYGIR,0
4511,ZARA,75
4512,ZETLAND,12347
4513,YELLOW DAM,12
4514,YELLOW PINCH,49
4515,YELLOW ROCK (BLUE MOUNTAINS),1068
4516,YELLOW ROCK (SHELLHARBOUR),216
4517,YENDA,1573
4518,YENGO NATIONAL PARK,1
4519,YENNORA,1704
4520,YEOVAL,453
4521,YERONG CREEK,373
4522,YERRANDERIE,3
4523,YERRINBOOL,1225
4524,YERRIYONG,30
